,c_id,comment_author,thread_id,comment_date,CLASS
1415,c2386193113,ellatre,a34175743,06/15/2012,-1
1416,c2386197251,MamaNikol,a34175743,06/15/2012,1
1417,c2386354436,Ayo's Mom,a34207789,06/17/2012,-1
1418,c2386563143,Toolchick101,a34270891,06/19/2012,1
1419,c2386625457,mandalynn142,a34284016,06/20/2012,-1
1420,c2386721329,ashes31412,a34308586,06/21/2012,-1
1421,c2386883992,calimommaof4,a34198057,06/22/2012,1
1422,c2387013050,rosezchic86,a34365211,06/23/2012,1
1423,c2387022324,andreabeth913,a34365211,06/23/2012,1
1424,c2387031797,savannahsteamer,a34365211,06/24/2012,1
1425,c2387049429,jenny341,a34337248,06/24/2012,-1
1426,c2387050237,StierBri,a34365211,06/24/2012,-1
1427,c2387053833,TeachJulie,a34365211,06/24/2012,1
1428,c2387178698,dippyluv,a34398415,06/25/2012,1
1429,c2387352020,booksforme,a34459645,06/26/2012,-1
1430,c2387390084,OctoberFamily,a33006100,06/27/2012,-1
1431,c2387397046,charbroiledbrat,a33006100,06/27/2012,1
1432,c2387557833,Jen2002,a34506505,06/28/2012,-1
1433,c2387740174,AmysMammy,a34533256,06/30/2012,-1
1434,c2387817835,ivyrein,a1657345,07/01/2012,-1
1435,c2388119072,boramommy,a34644538,07/04/2012,-1
1436,c2388287063,Baby3formelissa,a34686538,07/06/2012,-1
1437,c2388288465,lilbrownie141,a34686538,07/06/2012,1
1438,c2388414711,jmw8710,a34717267,07/07/2012,-1
1439,c2388516782,breagon,a34691530,07/08/2012,-1
1440,c2388566539,CelticMum,a34753084,07/09/2012,1
1441,c2388575413,carla51112,a34755319,07/09/2012,-1
1442,c2388909977,Innertauntaun,a34835629,07/12/2012,-1
1443,c2388910085,akcsjc12,a34837096,07/12/2012,-1
1444,c2388910295,Signshan,a34829977,07/12/2012,-1
1445,c2388989330,ashley has ink,a34827823,07/12/2012,-1
1446,c2389049369,xTrippyx,a34858546,07/13/2012,1
1447,c2389173197,amberrlynnn,a34901857,07/14/2012,1
1448,c2389174747,cnb007,a34901857,07/14/2012,1
1449,c2389179658,Bballcutie0415,a34903318,07/14/2012,1
1450,c2389232469,DragonflyK,a34916602,07/15/2012,1
1451,c2389232646,riangel23,a34916602,07/15/2012,1
1452,c2389251846,Liz2785,a34916602,07/15/2012,1
1453,c2389318595,marthacates,a34916602,07/16/2012,-1
1454,c2389483050,KLP3,a34973224,07/17/2012,1
1455,c2389553472,wiggles8579,a34996231,07/18/2012,-1
1456,c2389571771,happyduo,a34988767,07/18/2012,-1
1457,c2389686024,Alexandrav,a35023162,07/19/2012,-1
1458,c2389796624,star_ballerina27,a35054395,07/20/2012,-1
1459,c2389838098,Tiggerlover75,a35063986,07/20/2012,-1
1460,c2389842464,Nikki022103,a35064202,07/20/2012,-1
1461,c2389963135,RayRay78,a35090863,07/22/2012,-1
1462,c2390127883,miss9tomoemiss9tomoe,a35134933,07/23/2012,1
1463,c2390130199,2LvrDvrs,a35134933,07/23/2012,-1
1464,c2390203051,Roxie84,a35153125,07/24/2012,1
1465,c2390270833,Bstar11,a35169481,07/25/2012,-1
1466,c2390801405,Tommysmommi,a35267779,07/30/2012,1
1467,c2390869825,bsterner,a35312863,07/31/2012,-1
1468,c2390889754,aziek1,a35302696,07/31/2012,-1
1469,c2390898069,1L0VE,a35323156,07/31/2012,-1
1470,c2390932813,Meridith L.,a35332894,07/31/2012,-1
1471,c2391058741,laMingo,a35361337,08/01/2012,-1
1472,c2391214486,granoladiva,a35396605,08/03/2012,1
1473,c2391261673,megs501,a35413681,08/03/2012,-1
1474,c2391612472,wantinthisone,a35485132,08/07/2012,-1
1475,c2391638844,ams0124,a35508190,08/07/2012,1
1476,c2391722334,skingston,a35529115,08/08/2012,1
1477,c2391724005,jaime183,a35529115,08/08/2012,-1
1478,c2391773872,Nikki-L Del,a35540452,08/08/2012,-1
1479,c2391790742,habby8423,a35540209,08/08/2012,1
1480,c2391801070,Jojospeelman,a35540209,08/08/2012,1
1481,c2391808163,fbratch,a35523124,08/09/2012,-1
1482,c2391843077,katiediloreto,a35540209,08/09/2012,1
1483,c2391965375,vkipper,a35587453,08/10/2012,-1
1484,c2391967699,nejabear,a35587453,08/10/2012,1
1485,c2392196574,amullenwy,a35642893,08/13/2012,1
1486,c2392316655,kenswifeykins,a35671912,08/14/2012,-1
1487,c2392415091,germanpie,a35696581,08/15/2012,-1
1488,c2392482609,erin.huberty,a35707741,08/15/2012,1
1489,c2392503403,momma luvs her boys,a35720245,08/15/2012,-1
1490,c2392654046,mommypink3,a35754883,08/17/2012,-1
1491,c2392753358,babymama090110,a35754883,08/18/2012,1
1492,c2393044042,HereNow26,a35852146,08/21/2012,-1
1493,c2393083025,needsacookie,a35858482,08/21/2012,1
1494,c2393099307,wonderbear03,a35867692,08/22/2012,-1
1495,c2393152791,M. Josephine,a35879134,08/22/2012,-1
1496,c2393271876,mommie&boys&girl,a35905342,08/23/2012,-1
1497,c2393291234,ChianaPants,a35909374,08/23/2012,-1
1498,c2393424158,Lukesmomt21,a35938534,08/24/2012,1
1499,c2393655535,elizzerull,a35997988,08/27/2012,1
1500,c2393943015,bmoyer,a36069142,08/30/2012,1
1501,c2393946120,ejm RN,a36069142,08/30/2012,-1
1502,c2393950192,angelacez,a36069142,08/30/2012,-1
1503,c2393964148,LTsGirl,a36073009,08/30/2012,1
1504,c2393968734,gatorgal33,a36074701,08/30/2012,-1
1505,c2393987007,GatsbyMama,a36073009,08/30/2012,1
1506,c2393990958,bluebug83,a35997262,08/30/2012,1
1507,c2394061449,jnjohns,a36095791,08/31/2012,1
1508,c2394068416,jakarta512006,a36095791,08/31/2012,1
1509,c2394093198,cgpbuttrfly,a36104416,08/31/2012,-1
1510,c2394176625,babyfever2012,a36104416,09/01/2012,-1
1511,c2394191953,joannaleigh,a36126415,09/01/2012,1
1512,c2394203311,gabsluvs2skibum,a36126184,09/02/2012,1
1513,c2394203978,jazy203,a36128734,09/02/2012,-1
1514,c2394306528,babydustX3,a36157603,09/03/2012,-1
1515,c2394410295,TheUnSub,a36184573,09/04/2012,-1
1516,c2394446457,KRAMV,a36175882,09/04/2012,-1
1517,c2394560347,CalShep11,a36208276,09/05/2012,-1
1518,c2394646972,Caitlinerika,a36213133,09/06/2012,1
1519,c2394710140,HarperKat10,a36258811,09/07/2012,1
1520,c2394726222,nestmom,a36260605,09/07/2012,1
1521,c2394751914,nixgirl28,a36268984,09/07/2012,-1
1522,c2395090157,Loowhox,a36352831,09/11/2012,1
1523,c2395090767,LGK03,a36352831,09/11/2012,-1
1524,c2395099862,hopingforfour,a36352831,09/11/2012,-1
1525,c2395104889,wigglewiggle,a36347830,09/11/2012,-1
1526,c2395609329,rosietoes76,a36476617,09/17/2012,-1
1527,c2395741511,Merebl,a36510064,09/18/2012,-1
1528,c2395823930,leiaanne,a36528151,09/18/2012,-1
1529,c2395914641,bobbinbopbop,a36524728,09/19/2012,-1
1530,c2396071169,eileenie5,a36587359,09/21/2012,1
1531,c2396110174,aliranger29,a36587359,09/21/2012,1
1532,c2396111507,nicole10482,a36587359,09/21/2012,-1
1533,c2396177923,mama24sweeties,a36609370,09/22/2012,-1
1534,c2396298340,AshR822,a36637753,09/23/2012,1
1535,c2396407387,MaryRose506,a36664918,09/24/2012,-1
1536,c2396468207,bbmakesthree,a36675211,09/25/2012,-1
1537,c2396510446,Faysie,a36688223,09/25/2012,-1
1538,c2396527081,IndestructibleDad,a36672073,09/25/2012,1
1539,c2396527272,Leelo,a36672073,09/25/2012,-1
1540,c2396780498,DaKittyKat,a36750415,09/28/2012,-1
1541,c2396785007,powamanda,a36750415,09/28/2012,-1
1542,c2396989130,ErinShamu,a32358355,09/30/2012,-1
1543,c2397019770,Starsnjenn,a36802216,09/30/2012,-1
1544,c2397474533,SPRINGLIFE25,a36919090,10/05/2012,1
1545,c2397474656,danibaby1025,a36919090,10/05/2012,1
1546,c2397476733,Sarah Bram,a36919090,10/05/2012,-1
1547,c2397477911,neighbours0827,a36919090,10/05/2012,1
1548,c2397491827,Jamber2,a36922531,10/05/2012,1
1549,c2397496951,popmonstrrr,a36907969,10/05/2012,-1
1550,c2397497755,mama2benben,a36907969,10/05/2012,-1
1551,c2397658508,coffeenut0,a36958078,10/07/2012,-1
1552,c2397665572,AquaVitia,a36960139,10/07/2012,-1
1553,c2397686755,lotzasugar13,a36968506,10/07/2012,1
1554,c2397697847,2013baby2,a36968029,10/07/2012,1
1555,c2397801071,Arkhouse09,a36995926,10/08/2012,-1
1556,c2397848736,kajohnson678,a37007476,10/09/2012,-1
1557,c2397865152,WaitingontheStork,a36995926,10/09/2012,-1
1558,c2398039384,meeums,a37024165,10/10/2012,1
1559,c2398322018,ShugieK,a36924418,10/13/2012,-1
1560,c2398540419,only1candisrene,a37163950,10/15/2012,-1
1561,c2398596013,Fioremama,a37178050,10/16/2012,1
1562,c2398670824,SadieandJason,a37178050,10/17/2012,-1
1563,c2398684608,natasuh,a37198495,10/17/2012,-1
1564,c2398941998,Sadie_Lee,a37238929,10/19/2012,-1
1565,c2399108704,jmorrow524,a37248319,10/21/2012,1
1566,c2399210995,finallyintheclub,a37294210,10/22/2012,-1
1567,c2399260482,nicmomhow,a37327333,10/22/2012,1
1568,c2399271270,liney19,a37325479,10/22/2012,-1
1569,c2399534945,luvmygirl&boy,a37367998,10/25/2012,-1
1570,c2400105792,jkle,a37515871,10/30/2012,1
1571,c2400131590,RashelleR,a37515871,10/31/2012,-1
1572,c2400185743,dwec,a37539298,10/31/2012,-1
1573,c2400317640,mommy2many2,a37572592,11/02/2012,-1
1574,c2400332590,raetay10,a37572592,11/02/2012,-1
1575,c2400413490,MissTeddi,a37586905,11/02/2012,1
1576,c2400582249,beachmama0912,a37635256,11/05/2012,1
1577,c2400614844,WLo_lovingmylambs,a37643047,11/05/2012,-1
1578,c2400632565,4mde,a37647151,11/05/2012,1
1579,c2400639428,Gal016,a35074735,11/05/2012,-1
1580,c2400805630,drewheart,a37668982,11/07/2012,-1
1581,c2400830327,Daizy2414,a37693552,11/07/2012,-1
1582,c2400832362,pgkeene,a37693552,11/07/2012,-1
1583,c2400930245,MamaEvi,a37715749,11/08/2012,1
1584,c2400939104,SRKL,a37715749,11/08/2012,1
1585,c2400961419,akulick,a37653391,11/08/2012,1
1586,c2401130936,Momma2Ry&Bub,a37762213,11/10/2012,1
1587,c2401430264,HEB1986,a37816876,11/13/2012,1
1588,c2401467899,mkgreen1,a37816876,11/13/2012,1
1589,c2401842591,kmaw917,a24932209,11/17/2012,1
1590,c2401879637,StannaP,a37882321,11/17/2012,-1
1591,c2402011310,greytmommy,a37966894,11/19/2012,-1
1592,c2402035585,ozzyfan1125,a37974283,11/19/2012,-1
1593,c2402312353,TamAlli,a38040775,11/22/2012,-1
1594,c2402313025,elleth74,a38035429,11/22/2012,-1
1595,c2402395056,catherinab,a38055763,11/24/2012,1
1596,c2402556118,xAerielx,a38096482,11/26/2012,-1
1597,c2402559409,jessinflux,a38096482,11/26/2012,1
1598,c2402653439,1_time_momma,a38113012,11/27/2012,-1
1599,c2402655480,ShannielovesLogan,a38113012,11/27/2012,-1
1600,c2402826386,sicaelliott,a38142337,11/28/2012,-1
1601,c2402939278,lillisie,a38120203,11/28/2012,-1
1602,c2403199446,Candez,a38225167,12/01/2012,1
1603,c2403293200,1_time_momma,a38246374,12/02/2012,-1
1604,c2403341968,atlantakitty,a38247289,12/03/2012,-1
1605,c2403416844,MeloMumma,a38265379,12/03/2012,1
1606,c2403477887,FaraLibrizzi,a38270107,12/04/2012,-1
1607,c2403616406,Namiko12,a38308147,12/05/2012,-1
1608,c2403694555,yin69yang,a38326582,12/06/2012,-1
1609,c2403695474,ceruleanspiral,a38326582,12/06/2012,-1
1610,c2404101674,Kolbeysmommy,a38425846,12/10/2012,-1
1611,c2404341210,babyluv0920,a38479420,12/12/2012,-1
1612,c2404598294,Mrs.MP85,a38520772,12/15/2012,-1
1613,c2404777240,jen sans,a38566456,12/17/2012,-1
1614,c2404986375,One4christ,a38631727,12/19/2012,-1
1615,c2405075323,tiffanyjane1,a38653360,12/20/2012,1
1616,c2405179631,3magnumopus,a38677732,12/21/2012,-1
1617,c2405506130,brownm3412,a38736055,12/26/2012,1
1618,c2405548248,tkurilchick,a38687023,12/26/2012,1
1619,c2405936295,ktrhodes,a38850538,12/30/2012,-1
1620,c2405983584,KRAMV,a38859412,12/31/2012,-1
1621,c2405995436,delatierra,a38859412,12/31/2012,-1
1622,c2406022706,delatierra,a38871571,12/31/2012,-1
1623,c2406079133,MaryMKS,a38881753,01/01/2013,1
1624,c2406100390,jesserose725,a38880877,01/01/2013,-1
1625,c2406154415,kris9701,a38897176,01/01/2013,1
1626,c2406183044,lily324,a38897176,01/02/2013,-1
1627,c2406196051,GuineaHousewife,a38908555,01/02/2013,-1
1628,c2406197379,GuineaHousewife,a38908555,01/02/2013,-1
1629,c2406225264,elenfair,a38910646,01/02/2013,1
1630,c2406302771,DoeZ,a38932741,01/03/2013,-1
1631,c2406446271,Mrs. Aleah,a38965048,01/04/2013,-1
1632,c2406460047,mrs.s0809,a38965048,01/04/2013,1
1633,c2406482992,Mrs_Brian,a38965048,01/04/2013,1
1634,c2406586865,NuckingFuts,a38980387,01/05/2013,-1
1635,c2406671171,mamacookie11,a39012448,01/06/2013,1
1636,c2407115056,spacedchic00,a39108919,01/10/2013,-1
1637,c2407117043,HEB1986,a39108919,01/10/2013,-1
1638,c2407191423,MommyasaurusRex,a39108919,01/10/2013,-1
1639,c2407249354,sbeth87,a39143401,01/11/2013,-1
1640,c2407348404,Herabonne,a39169039,01/12/2013,-1
1641,c2407491714,deja_vu21,a39202255,01/13/2013,-1
1642,c2407678685,JT4+1more,a39222304,01/15/2013,1
1643,c2407930754,JSummer,a39292735,01/17/2013,-1
1644,c2408067811,ElaineCT,a39331231,01/18/2013,-1
1645,c2408139013,Jessfritz,a39344521,01/19/2013,-1
1646,c2408157074,MakaiSH,a39338206,01/19/2013,-1
1647,c2408188734,pixiewoman,a39322861,01/19/2013,-1
1648,c2408195114,Pantzy,a39338206,01/19/2013,-1
1649,c2408272632,jessieymarie,a39311329,01/20/2013,-1
1650,c2408299075,Kam742,a39373057,01/21/2013,-1
1651,c2408396653,alycat21,a39404608,01/21/2013,1
1652,c2408414536,shannacarter,a39349153,01/22/2013,1
1653,c2408450327,Seen99roots,a39348004,01/22/2013,-1
1654,c2408599819,NishaG1972,a39348004,01/23/2013,-1
1655,c2408766190,VibrantChica,a39489145,01/24/2013,1
1656,c2408794102,lizzieb788,a39496018,01/25/2013,-1
1657,c2408868990,riskaroo,a39511036,01/25/2013,1
1658,c2409172030,Kam742,a39580354,01/28/2013,-1
1659,c2409174626,sromero27,a39511036,01/28/2013,1
1660,c2409291869,slr249,a39605446,01/29/2013,1
1661,c2409320422,jenn4774,a39595477,01/29/2013,-1
1662,c2409430828,AmberMagen,a39638746,01/30/2013,1
1663,c2409522719,Sangahgl,a39657832,01/31/2013,1
1664,c2409534615,motherzooey,a39660799,01/31/2013,-1
1665,c2409609508,Madison_,a39678886,02/01/2013,1
1666,c2409609509,TabithaJean19,a39678886,02/01/2013,1
1667,c2409612406,Country1988,a39680665,02/01/2013,-1
1668,c2409630902,HelloHustle,a39678886,02/01/2013,-1
1669,c2409641577,leb09,a39686257,02/01/2013,-1
1670,c2409659825,Elodie'sMommy96,a39678886,02/01/2013,1
1671,c2409698395,Chas10&Salem,a39678886,02/02/2013,1
1672,c2410030896,jenyfferlee,a39776857,02/05/2013,-1
1673,c2410043875,operationbabygoal,a39779257,02/05/2013,-1
1674,c2410307927,Madison_,a39811606,02/08/2013,1
1675,c2410346079,AnnieKnabb,a39833104,02/08/2013,1
1676,c2410346723,digimom5,a39833527,02/08/2013,1
1677,c2410354014,Anna_Lou,a39850723,02/08/2013,1
1678,c2410401497,NOLAswmr,a39861313,02/08/2013,1
1679,c2410655812,cgpbuttrfly,a39916447,02/11/2013,-1
1680,c2410662954,hismelaei,a39916447,02/11/2013,-1
1681,c2410711766,Kim&TimForever,a39933667,02/12/2013,-1
1682,c2410909315,StevieMicks,a39965611,02/13/2013,1
1683,c2411369843,evve1,a40084822,02/18/2013,-1
1684,c2411456705,Everworld,a40102933,02/19/2013,1
1685,c2411467949,mymble,a40078480,02/19/2013,-1
1686,c2411495623,Cartersmommy1234,a40102933,02/20/2013,-1
1687,c2411500394,TiltingAtWindmills,a40102933,02/20/2013,1
1688,c2411629355,Rfamily2005,a40141057,02/21/2013,-1
1689,c2411649337,sdhewitt6,a40141057,02/21/2013,-1
1690,c2411732812,leb09,a40150030,02/22/2013,-1
1691,c2411823472,montucky,a40102933,02/22/2013,-1
1692,c2412269185,BabyBump106,a40289737,02/27/2013,1
1693,c2412296322,Mora80,a40295683,02/27/2013,-1
1694,c2412359142,kmt0708,a40298899,02/28/2013,1
1695,c2412408949,toriaw123,a40298899,02/28/2013,-1
1696,c2412458335,Mariakumar,a40334902,03/01/2013,-1
1697,c2412490410,ashleymichelle1982,a40343818,03/01/2013,1
1698,c2412576388,sukieiup95,a40364188,03/02/2013,1
1699,c2412590089,lizpr78,a40073746,03/02/2013,-1
1700,c2412646661,Kay313,a40364188,03/03/2013,-1
1701,c2412649351,djwagner060708,a40381513,03/03/2013,1
1702,c2412839462,koumommy,a40423792,03/05/2013,-1
1703,c2412878875,smile12005,a40433299,03/05/2013,-1
1704,c2412929190,climbingmama,a40447402,03/05/2013,-1
1705,c2412948205,ShannonRaeB,a40438540,03/06/2013,1
1706,c2413211499,triciafmomof7&count,a40514152,03/08/2013,1
1707,c2413309879,AmyRaeN,a40509211,03/09/2013,-1
1708,c2413373022,MeganB26,a40545487,03/10/2013,1
1709,c2413732442,amyrs2880,a40642675,03/13/2013,-1
1710,c2413774871,Sunnyplus3,a40653220,03/14/2013,-1
1711,c2413787112,corbinator,a40613800,03/14/2013,1
1712,c2413819883,rrachel82,a40664926,03/14/2013,1
1713,c2413845799,Kelly3599,a40664926,03/14/2013,-1
1714,c2413883202,Monster_Mummy,a40677937,03/15/2013,-1
1715,c2413945119,zaeaton,a40461634,03/15/2013,-1
1716,c2414138773,Jordinayn79,a40738288,03/18/2013,-1
1717,c2414185574,Steno a,a40745194,03/18/2013,-1
1718,c2414617964,BlueyedKelBel,a40845919,03/22/2013,1
1719,c2414660533,Aryiah,a40845919,03/23/2013,-1
1720,c2414842143,ermm23a,a40895245,03/25/2013,1
1721,c2414857429,katrina_b,a40895245,03/25/2013,-1
1722,c2414947608,Happy Mama Shel,a40920427,03/26/2013,-1
1723,c2414951695,dbupane,a40920427,03/26/2013,-1
1724,c2414975832,LRBAK,a40926799,03/26/2013,-1
1725,c2414977694,Jordinayn79,a40926799,03/26/2013,-1
1726,c2415032599,Ablmommy,a40938397,03/26/2013,-1
1727,c2415098991,Adragon,a40948195,03/27/2013,-1
1728,c2415390860,Lukesmomt21,a40971175,03/30/2013,-1
1729,c2415489506,trancechylde123,a41032999,04/01/2013,1
1730,c2415575553,shortbreadmommy,a41062051,04/01/2013,-1
1731,c2415617892,mistsinger121,a41072035,04/02/2013,-1
1732,c2415681427,Snow_cone,a41084686,04/02/2013,1
1733,c2415769985,fashionmama2011,a41106103,04/03/2013,1
1734,c2415771555,JSummer,a41105800,04/03/2013,-1
1735,c2415817302,moniqueeckert,a41107831,04/04/2013,-1
1736,c2416483160,sticker94,a41264164,04/10/2013,1
1737,c2416639454,familyfirst2013,a41297704,04/12/2013,1
1738,c2416645972,Luvapotter,a41297053,04/12/2013,-1
1739,c2416672154,newlywed1110,a41297053,04/12/2013,-1
1740,c2417141252,aspence2,a41411299,04/17/2013,1
1741,c2417173285,tgsmom,a41411299,04/17/2013,1
1742,c2417184566,HollyceK,a41420593,04/17/2013,1
1743,c2417227622,FPr,a41430409,04/18/2013,1
1744,c2417432647,missmystilettos,a41473474,04/20/2013,-1
1745,c2417464098,Katerz25,a41478676,04/20/2013,1
1746,c2417472331,MosyMama,a41478676,04/20/2013,-1
1747,c2417687519,filfil,a41520103,04/23/2013,1
1748,c2417795861,iow_bird,a41531491,04/24/2013,-1
1749,c2417833360,gewbook,a41566180,04/24/2013,1
1750,c2417834397,Taryncos,a41563084,04/24/2013,1
1751,c2417836407,AmyinRoanoke,a41566051,04/24/2013,-1
1752,c2417860492,Courtney.eraser,a41572309,04/24/2013,-1
1753,c2417872527,rock_climbing_mommy,a41563084,04/24/2013,1
1754,c2417898436,emsutten,a41562127,04/25/2013,1
1755,c2417909095,Jmrssny,a41581528,04/25/2013,-1
1756,c2418123301,mommytolittleO,a41594878,04/27/2013,-1
1757,c2418128978,mom2babyjax,a41630581,04/27/2013,-1
1758,c2418183952,costababies,a41642587,04/28/2013,-1
1759,c2418292951,GretchRo,a41662057,04/29/2013,1
1760,c2418293902,alisonfruin,a41664250,04/29/2013,-1
1761,c2418405058,Anakaai,a41692159,04/30/2013,-1
1762,c2418536827,Hmichaelson711,a41722915,05/01/2013,-1
1763,c2418630601,Mom2MadelynAmelia,a41742235,05/02/2013,-1
1764,c2418638442,bethann0508,a41713981,05/02/2013,-1
1765,c2418749991,!!!DirtyHippy!!!,a41769538,05/03/2013,1
1766,c2418769057,AutumnConklin,a41765005,05/03/2013,-1
1767,c2418773868,blanquitanation,a41774650,05/03/2013,-1
1768,c2418786770,raeanne0922,a41776834,05/03/2013,1
1769,c2418815661,Bruxix,a41776834,05/04/2013,1
1770,c2418903939,soucha,a41771614,05/05/2013,-1
1771,c2418942530,jlove38,a41812015,05/05/2013,1
1772,c2418960922,Rabbit In Wonderland,a41816644,05/06/2013,-1
1773,c2419061693,BearCubComing,a41830051,05/07/2013,1
1774,c2419222297,mtbskimom,a41876032,05/08/2013,-1
1775,c2419254636,Axona,a41870026,05/08/2013,-1
1776,c2419313869,MrsSpaw,a41876032,05/09/2013,-1
1777,c2419584938,BrianaLeigh815,a41957188,05/12/2013,-1
1778,c2419585881,TheFreshFoody,a41960770,05/12/2013,1
1779,c2419721573,SillyMonkeys,a41989819,05/14/2013,-1
1780,c2420264451,4the1,a42111217,05/20/2013,-1
1781,c2420291292,missim29,a42116137,05/20/2013,1
1782,c2420295834,xxKattxx,a42104308,05/20/2013,-1
1783,c2420323824,swampkitty23,a42116137,05/20/2013,-1
1784,c2420391142,AshR822,a42141376,05/21/2013,-1
1785,c2420467193,leejamiec1,a42156535,05/22/2013,1
1786,c2420528777,m97tiger,a42164647,05/22/2013,-1
1787,c2420550985,nocheesie,a42167866,05/22/2013,1
1788,c2420593977,cegipson,a42178588,05/23/2013,-1
1789,c2420670102,ohbabyLiam,a42201085,05/23/2013,-1
1790,c2420679232,mrswesley2you,a42203830,05/24/2013,-1
1791,c2420765117,Tuleesia,a42186979,05/24/2013,-1
1792,c2420804629,nlentz8038,a42222442,05/25/2013,-1
1793,c2420827668,yin69yang,a42232198,05/25/2013,-1
1794,c2420831669,Crazy1Crazy2Crazy3,a42235075,05/25/2013,-1
1795,c2421328547,dandallie,a42230005,05/31/2013,1
1796,c2421407802,HannahMJ2007,a42344809,05/31/2013,-1
1797,c2421442391,psysn,a42368995,06/01/2013,1
1798,c2421593300,Bears_Fan81,a42368995,06/03/2013,1
1799,c2421620013,Rimrose,a42407383,06/03/2013,1
1800,c2421621497,nlentz8038,a42407383,06/03/2013,-1
1801,c2421625961,loungelemon,a42391942,06/03/2013,-1
1802,c2421676909,Faithevich,a42411064,06/03/2013,1
1803,c2421904317,Furlough,a42471076,06/06/2013,1
1804,c2422218349,Jsscuban,a42519316,06/09/2013,-1
1805,c2422289443,anj9509,a42554722,06/10/2013,1
1806,c2422291493,sarahpfritz,a42554722,06/10/2013,-1
1807,c2422295569,wtg's momma,a42557296,06/10/2013,1
1808,c2422347842,My Little Lambie,a42569680,06/10/2013,-1
1809,c2422365746,SA721,a42572023,06/11/2013,-1
1810,c2422366752,SunshineGang,a42519316,06/11/2013,-1
1811,c2422409771,Lyddiesmommy,a42580558,06/11/2013,1
1812,c2422411549,dlangel,a42580558,06/11/2013,-1
1813,c2422413972,26mama,a42579403,06/11/2013,-1
1814,c2422462196,joy65441,a42593203,06/12/2013,-1
1815,c2422484608,SetMeFree,a42572023,06/12/2013,-1
1816,c2422496466,SammieSioux,a42599653,06/12/2013,1
1817,c2422504374,yin69yang,a42599653,06/12/2013,1
1818,c2422515471,Born_to_Mom,a42593203,06/12/2013,1
1819,c2422678076,Arfy77,a42517381,06/14/2013,-1
1820,c2422826974,Tkdub,a42675598,06/16/2013,-1
1821,c2422874115,LERSJSMRJ,a42687295,06/17/2013,1
1822,c2422917318,kmbw2182,a42695083,06/17/2013,-1
1823,c2423110607,shurtak,a42740719,06/19/2013,-1
1824,c2423957484,mommabird0113,a42925840,06/28/2013,1
1825,c2424098561,namedbygrace,a42958618,06/30/2013,-1
1826,c2424102043,Jamie32985,a42959524,06/30/2013,-1
1827,c2424131019,MyMiracleBaby2013,a42967309,06/30/2013,-1
1828,c2424135004,Happymama52,a42967309,06/30/2013,1
1829,c2424363207,jgouger,a42996418,07/03/2013,-1
1830,c2424418509,Supersnapmom,a43032337,07/04/2013,1
1831,c2424442059,mommabird0113,a43032703,07/04/2013,1
1832,c2424540248,kristen929,a43056823,07/05/2013,1
1833,c2424583368,oost2606,a43031695,07/06/2013,1
1834,c2424634317,kbgtigger2,a43079860,07/07/2013,-1
1835,c2424685731,Mama2be2014,a43094713,07/07/2013,-1
1836,c2424695442,LilLoveBugs,a43094713,07/08/2013,1
1837,c2424763677,autumn0292,a43094713,07/08/2013,-1
1838,c2424893313,KittyRedden,a43145650,07/09/2013,-1
1839,c2425069138,mom2bein2013,a43187890,07/11/2013,-1
1840,c2425115839,cricket2478,a43199146,07/12/2013,1
1841,c2425291061,AlouetteX2,a43236304,07/14/2013,-1
1842,c2425299286,dericaastera,a43229599,07/14/2013,-1
1843,c2425340562,Lirpa006,a43236304,07/14/2013,1
1844,c2425393053,Happymama52,a43257655,07/15/2013,1
1845,c2425523030,jillybean720,a43276468,07/16/2013,1
1846,c2425547378,kmhubbs,a43276468,07/16/2013,1
1847,c2425601539,lhofacker456,a43304548,07/17/2013,-1
1848,c2425728136,rachelanna42,a43340584,07/18/2013,-1
1849,c2425747366,aliranger29,a43346335,07/18/2013,-1
1850,c2425748022,Sparklemotion,a43346335,07/18/2013,-1
1851,c2425808652,DanielleL8636,a43346335,07/19/2013,-1
1852,c2425852003,Summermomtobe,a43346335,07/19/2013,-1
1853,c2425934154,crawfishmom,a42940654,07/20/2013,-1
1854,c2426145718,mehmmy,a43428622,07/23/2013,-1
1855,c2426227491,AngelMommy042,a43453687,07/23/2013,-1
1856,c2426316716,emilykj,a43475470,07/24/2013,-1
1857,c2426767815,ladybug206,a43582627,07/29/2013,1
1858,c2427037382,cb043,a43642048,08/01/2013,-1
1859,c2427183917,MsPigglyPooh,a43675072,08/02/2013,-1
1860,c2427628753,dfalk0222,a43782178,08/07/2013,-1
1861,c2427717915,slque,a43793473,08/08/2013,1
1862,c2427721421,Sizexs,a43804453,08/08/2013,-1
1863,c2427806285,cmabb,a43822354,08/09/2013,-1
1864,c2427841840,LoveMyMonsters,a43828051,08/09/2013,-1
1865,c2428011677,MadameJavert,a43868905,08/11/2013,1
1866,c2428083937,bjones1027,a43868905,08/12/2013,-1
1867,c2428173810,blessedmom2003,a43891645,08/13/2013,-1
1868,c2428244560,AngieJasso,a43917085,08/14/2013,-1
1869,c2428482563,jennyd142,a43979662,08/16/2013,-1
1870,c2428520743,BrieDaizy09,a43984045,08/17/2013,1
1871,c2428524802,CourtneyV79,a43984045,08/17/2013,-1
1872,c2428525025,CCDrkNrgy,a43984045,08/17/2013,-1
1873,c2428535913,ChocolateMonster,a43982149,08/17/2013,1
