,c_id,comment_author,thread_id,comment_date,CLASS
484,c2138411438,doobiemom_x2,a22296511,04/08/2010,1
485,c2138478657,IansMomJuly5,a22301995,04/08/2010,-1
486,c2138483869,momemmie,a22287351,04/08/2010,-1
487,c2138485135,ihearted,a22291113,04/08/2010,-1
488,c2138753391,NewMOmom,a22310829,04/09/2010,1
489,c2139479451,jenryannatas,a22329221,04/11/2010,-1
490,c2139480612,ChelseaMaticRN,a22329221,04/11/2010,1
491,c2139973546,MML_LBL,a22310829,04/12/2010,1
492,c2140953776,cstein80,a22378769,04/15/2010,-1
493,c2141062844,TeamSteadham,a22377057,04/15/2010,-1
494,c2141353746,One f Nef,a22390217,04/15/2010,-1
495,c2141578172,Sesara,a22390217,04/16/2010,-1
496,c2142108158,Dbaby0913,a22411913,04/17/2010,-1
497,c2142108693,Christi Anne :),a22412263,04/17/2010,-1
498,c2142321469,mrsb1657,a22412263,04/18/2010,1
499,c2142322248,MyPermScreenName,a22412263,04/18/2010,1
500,c2142837117,JTSmith1213,a22431239,04/19/2010,1
501,c2142858459,Lovinmykids,a22431239,04/19/2010,-1
502,c2142864503,upnorthgal,a22431239,04/19/2010,1
503,c2143103910,cokiemnster,a22431239,04/20/2010,1
504,c2143348438,EmmasOoma,a22449657,04/20/2010,-1
505,c2143354425,chrissybearjohnson,a22449751,04/21/2010,-1
506,c2143729773,Randae84,a22457447,04/21/2010,-1
507,c2143851424,aquarianmama,a22467183,04/22/2010,-1
508,c2144619966,~mistyfish~,a22467183,04/22/2010,-1
509,c2144854017,mizdiesel,a22467183,04/23/2010,1
510,c2145122545,atlantapug,a22483071,04/23/2010,1
511,c2145453451,danalawyer65,a22494421,04/24/2010,-1
512,c2147307890,hapai_hana,a22533323,04/27/2010,-1
513,c2147420808,JackiePas,a21565193,04/27/2010,-1
514,c2147466816,AylaJo'sMommy,a22539531,04/27/2010,-1
515,c2148172734,smashingmommy,a22528453,04/29/2010,-1
516,c2148564967,dbld78,a22570871,04/30/2010,-1
517,c2149089731,IktomiKsa,a22588139,05/01/2010,-1
518,c2151012631,delatierra,a22628769,05/05/2010,-1
519,c2151750143,Christin Norman,a22653661,05/06/2010,-1
520,c2152527990,SDelzeit,a22653837,05/08/2010,1
521,c2153020350,Mama2SweetSwedes,a22570857,05/10/2010,1
522,c2153199970,missrei2,a22666349,05/10/2010,-1
523,c2155253156,ojo85,a22739529,05/13/2010,1
524,c2155290894,Fitgirl 01,a22739529,05/13/2010,-1
525,c2156206849,jkacz,a22765031,05/15/2010,1
526,c2156238214,motherjuly,a22765031,05/15/2010,1
527,c2158422549,Watson5,a22809413,05/19/2010,1
528,c2159247813,simcha13,a22837847,05/21/2010,-1
529,c2159820285,leeklr,a22852115,05/22/2010,-1
530,c2159823813,Chaska Daye,a22856437,05/22/2010,1
531,c2159823874,gigglegiggle,a22856437,05/22/2010,1
532,c2160201171,LuvLife24,a22852061,05/23/2010,1
533,c2160652623,mac898s,a22880441,05/24/2010,-1
534,c2161598545,Maisiesmommy,a22887965,05/25/2010,-1
535,c2161747499,Austinclucker,a22887965,05/25/2010,-1
536,c2161766611,farmermelson,a22836907,05/25/2010,-1
537,c2162026335,jms13027,a22895783,05/26/2010,-1
538,c2162035847,LilZachS,a22898193,05/26/2010,-1
539,c2162056909,cristin_b,a21418503,05/26/2010,-1
540,c2162192172,RudeeRu,a22887965,05/26/2010,-1
541,c2162203641,MrsCayne,a22906567,05/26/2010,-1
542,c2162230908,beauty3551,a22906567,05/26/2010,-1
543,c2162249602,tjk88,a22906863,05/26/2010,1
544,c2162455480,maminka2010,a22895783,05/27/2010,1
545,c2162591820,LilZachS,a22918271,05/27/2010,-1
546,c2162599276,JTSmith1213,a22919563,05/27/2010,1
547,c2162626828,HaydensMommy88,a22908949,05/27/2010,-1
548,c2162684012,mymunchkin3,a22919563,05/27/2010,1
549,c2162685344,Sondrah L,a22923705,05/27/2010,1
550,c2162699592,MySamBella,a22924865,05/27/2010,-1
551,c2162705194,leeshwantsababy,a9133915,05/27/2010,-1
552,c2162731818,pdxjam,a22924865,05/28/2010,-1
553,c2163110091,RedPowerLady,a22937955,05/29/2010,-1
554,c2164070845,babygirlk55,a22952859,05/31/2010,1
555,c2164296719,veronicakaytie,a22965519,06/01/2010,-1
556,c2164461445,sandgnat99,a22962991,06/01/2010,1
557,c2164701435,Crazy1Crazy2Crazy3,a22485229,06/02/2010,-1
558,c2164915127,boardingdiva,a22990481,06/02/2010,-1
559,c2164922323,jenhansen7,a22989559,06/02/2010,-1
560,c2165124492,BluMoon22,a22990481,06/03/2010,-1
561,c2165344529,MeghanJoy,a22999217,06/03/2010,-1
562,c2165645577,overseas mama,a22999217,06/04/2010,-1
563,c2165661275,klei18,a23005073,06/04/2010,1
564,c2165956909,zionswifey323,a23021585,06/05/2010,1
565,c2165977213,MuskratLove,a23021585,06/05/2010,-1
566,c2166887884,mommy123104,a23051309,06/07/2010,-1
567,c2167801382,Ziggy1138,a23056051,06/08/2010,-1
568,c2167807050,Megan Larson,a23056051,06/08/2010,1
569,c2168181858,Ayla&KarasMomma,a23039239,06/09/2010,-1
570,c2168206359,Leighmichael,a23069081,06/09/2010,-1
571,c2168236044,VelvetSerpent,a23045743,06/09/2010,-1
572,c2168247822,jayz80,a23073409,06/09/2010,-1
573,c2168413974,aarea,a23075135,06/09/2010,-1
574,c2168433973,KTTCB,a23080639,06/09/2010,1
575,c2168880292,bowrooco,a23088635,06/10/2010,-1
576,c2169149920,myeden,a23101835,06/11/2010,1
577,c2169289373,momtonateandmags,a23106613,06/11/2010,1
578,c2169504861,Leesaphd,a23112895,06/12/2010,1
579,c2169973536,katspaeth,a23125081,06/13/2010,-1
580,c2170178368,answeet,a23125081,06/14/2010,1
581,c2172737672,Crunchy Frog,a23202107,06/21/2010,-1
582,c2172792180,RedPowerLady,a23012801,06/21/2010,-1
583,c2173959952,Mommy2DjTd,a23252571,06/23/2010,-1
584,c2174070808,Hazels_Mommy,a23257075,06/23/2010,1
585,c2174257436,blondiechick106,a23258171,06/24/2010,-1
586,c2174301409,2lovebugs2,a23261913,06/24/2010,1
587,c2174393246,kristen1977,a23258171,06/24/2010,-1
588,c2174490735,samsundy,a23240045,06/24/2010,-1
589,c2174505351,LovelyLoser21,a23269827,06/24/2010,1
590,c2174538907,rcp21,a23273393,06/25/2010,-1
591,c2174743492,Kelly3599,a23279087,06/25/2010,1
592,c2174833099,newmommymax,a23281133,06/25/2010,1
593,c2174891750,MommaAcka,a23283841,06/25/2010,1
594,c2175728880,Annalise's Mom ;-P,a23303583,06/28/2010,1
595,c2177283174,Paige7408,a23333283,06/30/2010,-1
596,c2177325261,nicholswife,a23338705,06/30/2010,1
597,c2177778840,kris10a23,a23352523,07/01/2010,-1
598,c2178024363,BarfySummer,a23362151,07/02/2010,1
599,c2178239722,kcz526,a23369715,07/02/2010,1
600,c2178275371,michelle and toby,a23350257,07/03/2010,-1
601,c2178623347,shirabayla,a23377473,07/03/2010,-1
602,c2179514039,SnoozeButton09,a23398977,07/06/2010,-1
603,c2180142749,napper820,a23421997,07/07/2010,-1
604,c2180417914,annevs,a23428521,07/08/2010,1
605,c2180424070,PreggieTiff,a23428521,07/08/2010,1
606,c2180427378,sowenlotr,a23428521,07/08/2010,1
607,c2180435181,bowrooco,a23427481,07/08/2010,-1
608,c2181323161,shyspy20,a23427481,07/10/2010,-1
609,c2181416063,Lulubelle10,a23460709,07/10/2010,1
610,c2181813245,luv'd,a23460709,07/12/2010,1
611,c2181992691,jbutlermt,a23474003,07/12/2010,-1
612,c2182030447,ChemistryMom,a23477419,07/12/2010,1
613,c2183088334,ethan~christian~emma,a23503359,07/14/2010,-1
614,c2183509328,Mrs Godino,a23525203,07/15/2010,-1
615,c2183521049,alice0715,a23525203,07/15/2010,-1
616,c2183899173,deb70b,a23525203,07/16/2010,-1
617,c2184993244,potterchick,a23566935,07/19/2010,-1
618,c2186152529,earthmoonmama,a23536513,07/20/2010,-1
619,c2186204783,JKSchmier,a23577515,07/20/2010,1
620,c2186573986,CWitts,a23592407,07/21/2010,-1
621,c2186638490,deb70b,a23598409,07/21/2010,1
622,c2186644829,jenjenlexy57,a23435765,07/21/2010,-1
623,c2187064260,MrsConos,a23609881,07/22/2010,-1
624,c2187080112,button729,a23607757,07/22/2010,-1
625,c2187120717,Cassandra_Lyn,a23609881,07/22/2010,-1
626,c2187523648,KatieD877,a23624423,07/23/2010,-1
627,c2187537212,StnMtnBaby,a22930261,07/23/2010,1
628,c2187988151,mehaegan,a23592407,07/24/2010,-1
629,c2188449054,MrsCayne,a23649769,07/25/2010,-1
630,c2188466145,SgtOzment'sWifeUSMC,a23647437,07/25/2010,-1
631,c2188470798,E.Thropp,a23649769,07/25/2010,1
632,c2188472365,evilxylo,a23649769,07/25/2010,-1
633,c2188725904,ftm316,a23658729,07/26/2010,-1
634,c2189442096,mama22babygirls,a23681377,07/27/2010,1
635,c2189453447,JKarras,a23682985,07/27/2010,-1
636,c2189649945,DMG612,a23682985,07/28/2010,1
637,c2189679999,cassie thompson,a23682827,07/28/2010,-1
638,c2189710463,ElianasMama83,a23682985,07/28/2010,1
639,c2190609135,Bunny B.,a23718453,07/30/2010,-1
640,c2191039089,Bunny B.,a23731133,07/31/2010,-1
641,c2193561368,smiley53,a23807731,08/06/2010,1
642,c2195160930,trinity20kau,a23853807,08/10/2010,1
643,c2195279691,pindichic,a23857683,08/10/2010,1
644,c2195283744,magnusson0825,a23857683,08/10/2010,-1
645,c2195608025,One f Nef,a23869589,08/11/2010,-1
646,c2196179392,wildchild_jmr,a23885539,08/12/2010,-1
647,c2196676104,tbwall,a23876117,08/13/2010,1
648,c2198642254,MsSewingGal,a23882979,08/18/2010,-1
649,c2199125996,saraherb,a23976175,08/19/2010,-1
650,c2199146326,kelti73,a23976627,08/19/2010,-1
651,c2199186019,Cassandra_Lyn,a23976627,08/19/2010,-1
652,c2199237202,Isaacsmommyeph320,a23884539,08/19/2010,-1
653,c2199475956,evilxylo,a23980431,08/20/2010,-1
654,c2199593170,cristyloks,a23989347,08/20/2010,-1
655,c2199658213,Sekhmet1012,a23992297,08/20/2010,-1
656,c2199928931,TheKelly's2009,a23999269,08/21/2010,-1
657,c2199936181,thebearess,a23999269,08/21/2010,1
658,c2200091057,phunLaura,a23999269,08/21/2010,-1
659,c2200312463,AugustMommyof3,a24008211,08/22/2010,-1
660,c2200801958,3girlsn1boy1,a24023637,08/23/2010,-1
661,c2202016633,Taralaska,a24030925,08/24/2010,-1
662,c2202017144,lezbmoms,a24030925,08/24/2010,-1
663,c2202757976,hallielp,a24055989,08/26/2010,-1
664,c2202817220,emkirkle,a24062317,08/26/2010,-1
665,c2202845135,celena2499,a24062317,08/26/2010,-1
666,c2203797732,nicp99,a24087259,08/28/2010,1
667,c2204061360,memels,a24084829,08/29/2010,-1
668,c2204069381,Tallybean,a24092123,08/29/2010,-1
669,c2204234614,Madds Mommy 08,a24087259,08/29/2010,-1
670,c2204242807,Courtney829,a24104403,08/29/2010,-1
671,c2204428539,Enasni453,a24101991,08/30/2010,1
672,c2204475582,cellarius,a24101991,08/30/2010,1
673,c2204972403,mama2emi,a24121723,08/31/2010,-1
674,c2205561860,LoveMySweetBabes,a24146089,09/02/2010,1
675,c2206144324,lizettebuitendag,a24099127,09/03/2010,1
676,c2206438821,StevieMicks,a24175921,09/04/2010,-1
677,c2208588985,bishopsjr,a24205715,09/07/2010,-1
678,c2208690884,neen76,a24211367,09/07/2010,1
679,c2209200068,kaarinmarie,a24226989,09/08/2010,-1
680,c2209815911,klm79,a24247053,09/10/2010,-1
681,c2209821843,bacskocky,a24246827,09/10/2010,1
682,c2209841655,IsaBug'sMommy,a24243195,09/10/2010,1
683,c2209869484,schfxx,a24248901,09/10/2010,1
684,c2210472934,mayasmommy3,a24268321,09/12/2010,1
685,c2210874801,Elina6,a24279757,09/13/2010,-1
686,c2211081504,TexasFTM,a24287165,09/13/2010,-1
687,c2211110865,superdairycow,a24284585,09/13/2010,1
688,c2211698789,bakerbaker5,a24289701,09/15/2010,1
689,c2211761676,KMSmitty,a24306679,09/15/2010,-1
690,c2211991509,Crunchy Frog,a24312003,09/15/2010,-1
691,c2211992193,brandy262,a24312003,09/15/2010,1
692,c2212006520,drearina,a24312197,09/16/2010,-1
693,c2214390838,Peedle525,a24390335,09/21/2010,-1
694,c2215197807,MomOnTheG0,a24390335,09/23/2010,-1
695,c2215737498,1stTimeUTmom,a24432661,09/24/2010,1
696,c2215884401,venusunderfire,a24433565,09/24/2010,1
697,c2215944577,kali83,a24438783,09/24/2010,-1
698,c2215952294,rosezchic86,a24438783,09/24/2010,1
699,c2216541277,jwdpjd,a24448661,09/26/2010,-1
700,c2217534011,lhotmommy315,a24476805,09/28/2010,1
701,c2217805972,kelnich,a24491419,09/29/2010,-1
702,c2218102378,Julieteenie,a24499637,09/29/2010,1
703,c2218104257,Made2Worship,a24495803,09/29/2010,-1
704,c2218125790,funkythickburger,a24495803,09/30/2010,-1
705,c2218362442,cls621,a24508237,09/30/2010,1
706,c2218582074,lee2009k,a24500487,09/30/2010,-1
707,c2218588513,NicoleChiTown,a24497667,09/30/2010,-1
708,c2218950860,JodyLiz07,a24529599,10/01/2010,1
709,c2218968516,eklipzvixen,a24511629,10/01/2010,1
710,c2219026564,chaos6102,a24529599,10/01/2010,1
711,c2219403940,mrsjames1018,a24499637,10/02/2010,-1
712,c2219404048,Kraven's Mom,a24540261,10/02/2010,1
713,c2219673481,chelseaelizabeth4,a24548179,10/03/2010,-1
714,c2220522824,Gracie-Poo's Mom,a24573265,10/05/2010,-1
715,c2221075266,~Pink~,a24593859,10/06/2010,-1
716,c2224064983,sweetmonkeycheese,a24642607,10/11/2010,1
717,c2224400806,alexa848Y,a24667589,10/12/2010,-1
718,c2224745312,ChckLiz,a24646999,10/13/2010,-1
719,c2225334500,dramaqueen8100,a24694971,10/14/2010,1
720,c2226542309,msmommy2u2009,a24694971,10/15/2010,1
721,c2226714262,Sekhmet1012,a24715025,10/15/2010,-1
722,c2227088526,Rhys'sPieces,a24723435,10/16/2010,-1
723,c2227191282,BeccaZ1,a24726133,10/17/2010,-1
724,c2227199171,Ayla.K,a24726133,10/17/2010,1
725,c2227502321,mommyof5beauties,a24728201,10/17/2010,-1
726,c2227546228,Nov_Melissa,a24728201,10/18/2010,1
727,c2227818400,rayodeluz,a24744737,10/18/2010,-1
728,c2228444544,elisebre,a24767491,10/20/2010,-1
729,c2228456730,elisebre,a24767491,10/20/2010,-1
730,c2228633994,e2004,a24767491,10/20/2010,-1
731,c2228648802,Honeybee06,a24767491,10/20/2010,-1
732,c2228659418,CarolAnnMommy,a24767491,10/20/2010,-1
733,c2228901922,sadie2232,a24781295,10/20/2010,1
734,c2229112155,Anneth13,a24767491,10/21/2010,1
735,c2229114841,andrea1204,a24788029,10/21/2010,1
736,c2229340148,snowchylde,a24795041,10/21/2010,-1
737,c2230562842,lov'nbeingmommy,a24807935,10/22/2010,-1
738,c2230618196,Jen_1987,a24806579,10/22/2010,1
739,c2230845661,ctn780,a24812407,10/23/2010,-1
740,c2232145031,maof5boys,a24851401,10/26/2010,-1
741,c2232209735,MBingham,a24851401,10/26/2010,-1
742,c2232674634,jennyrhythm,a24857617,10/27/2010,-1
743,c2232809309,kateygirl76,a24873999,10/27/2010,-1
744,c2233058175,happymomof_3_so far!,a24863353,10/28/2010,1
745,c2233097150,cristyloks,a24883665,10/28/2010,-1
746,c2233250953,aktreefrog,a24889483,10/28/2010,-1
747,c2233347656,ChristianMackenzie,a24894085,10/29/2010,-1
748,c2234069318,mommy123104,a24890659,10/29/2010,-1
749,c2235618900,SoontobeMamaMelissa,a24919153,11/01/2010,1
750,c2235980570,ncj&d,a24941945,11/02/2010,-1
751,c2236236032,KRAMV,a24946631,11/02/2010,-1
752,c2236764322,Ziggy1138,a24970423,11/04/2010,-1
753,c2239607108,hollysbears,a25033053,11/08/2010,-1
754,c2240939285,Blessed2bCartersMama,a25070373,11/12/2010,-1
755,c2241834868,lovedk,a25077781,11/12/2010,-1
756,c2242851625,Nightmomma,a25107699,11/14/2010,1
757,c2247206489,TaylorAna,a25221671,11/23/2010,-1
758,c2247209835,PrincessPeanut,a25216153,11/22/2010,-1
759,c2247229392,Dreu,a25224699,11/23/2010,-1
760,c2247361903,~I luv my baby~,a25224699,11/23/2010,1
761,c2247397599,~mom*of*2cuties~,a25224699,11/23/2010,1
762,c2251926843,KeetyKat,a25335679,12/02/2010,-1
763,c2252002397,flospeakman,a25339075,12/02/2010,-1
764,c2252150140,Daris Day,a25341773,12/02/2010,1
765,c2253549622,m00nm00n,a25351371,12/03/2010,-1
766,c2254675116,SmplyMom,a25379565,12/06/2010,-1
767,c2254714659,ericat18,a25390979,12/07/2010,1
768,c2255391500,kitesurfmom,a25409357,12/08/2010,-1
769,c2255519270,Honeybee06,a25412957,12/08/2010,1
770,c2257506051,julytwinboys,a25449413,12/10/2010,-1
771,c2258644630,coliamkit,a25482235,12/13/2010,-1
772,c2258838902,sammie3188,a25487779,12/13/2010,-1
773,c2263819186,prayn4baby08,a25544867,12/18/2010,-1
774,c2264357376,lakaymwen,a25564363,12/19/2010,-1
775,c2264624886,BabyZ909,a25576413,12/20/2010,-1
776,c2265311633,angeecolvin13,a25565171,12/21/2010,-1
777,c2268300368,birdie05,a25649839,12/26/2010,-1
778,c2268740436,JenniferH05,a25654693,12/27/2010,-1
779,c2269500706,txslo,a25647941,12/29/2010,-1
780,c2269656163,pierson4baby,a25688177,12/29/2010,1
781,c2269754454,KK - Finally Baby!,a25693915,12/29/2010,-1
782,c2273192793,babynoonan,a25764193,01/04/2011,-1
783,c2273310823,march272010,a25766631,01/04/2011,1
784,c2273463243,the_worry2much_mama,a25777511,01/04/2011,-1
785,c2273473173,jesserose725,a25777511,01/04/2011,-1
786,c2273489093,dbld78,a25766631,01/04/2011,-1
787,c2273679359,gaelicstorm,a25781347,01/05/2011,1
788,c2273875208,koiviolet,a25792079,01/05/2011,1
789,c2273903398,MegAlyce,a25793891,01/05/2011,-1
790,c2273913386,noelani8686,a25792079,01/05/2011,-1
791,c2273944560,threelonghorns,a25777511,01/05/2011,-1
792,c2274118432,kmt0708,a25792079,01/06/2011,-1
793,c2274121475,MargotDarko,a25799965,01/06/2011,1
794,c2274135780,GeorgiaLove,a25793447,01/06/2011,1
795,c2274145877,remy619,a25802007,01/06/2011,-1
796,c2274171757,candice.amanda,a25796545,01/06/2011,-1
797,c2274171970,leb09,a25799779,01/06/2011,-1
798,c2274205127,LenaWellsMom,a25806577,01/06/2011,-1
799,c2274263405,adding_another,a25808111,01/06/2011,-1
800,c2274287027,britt_nichole,a25794471,01/06/2011,-1
801,c2274330926,jenn0321,a25808111,01/06/2011,-1
802,c2274390200,Kris Mays,a25808111,01/06/2011,-1
803,c2275584128,jmece,a25819695,01/07/2011,-1
804,c2275588523,newmombritt,a25814195,01/07/2011,1
805,c2275906668,Kelly3599,a25816081,01/07/2011,-1
806,c2276128777,di12185,a25792079,01/08/2011,1
807,c2276511927,Donnabelle,a25835241,01/09/2011,-1
808,c2276651885,10caissa,a25851687,01/09/2011,-1
809,c2276688223,tracylynn,a25852405,01/09/2011,1
810,c2277937885,DiamondRD,a25896895,01/12/2011,-1
811,c2277947612,numerouno2010,a25896895,01/12/2011,-1
812,c2278205977,Honeybee06,a25852389,01/12/2011,-1
813,c2278568976,punkrokmama,a25919899,01/13/2011,-1
814,c2279932322,tripleterror,a25932955,01/14/2011,1
815,c2281814784,urbr0wneyedg1rl,a25985585,01/18/2011,-1
816,c2282128767,Honeybee06,a26003725,01/19/2011,-1
817,c2282334956,destoos,a25348075,01/19/2011,-1
818,c2282607408,neen76,a26021445,01/20/2011,1
819,c2282782587,angeecolvin13,a26027539,01/20/2011,-1
820,c2283705785,finn's RN mom,a26043819,01/21/2011,-1
821,c2284025212,buttah75,a26044115,01/21/2011,-1
822,c2284805755,ddh.holmes,a26060295,01/23/2011,-1
823,c2285256571,anjela2,a26072863,01/24/2011,-1
824,c2285386390,SmplyMom,a26084213,01/24/2011,-1
825,c2286455801,heaven1220,a26097977,01/25/2011,1
826,c2286525024,!!!DirtyHippy!!!,a26097977,01/25/2011,-1
827,c2287571772,vegasmommy702,a26101455,01/26/2011,1
828,c2287575633,qp06,a26005545,01/27/2011,1
829,c2287587486,mandylea82,a26127865,01/26/2011,1
830,c2288041202,Echoes~of~Grace,a26134295,01/27/2011,1
831,c2289579825,NickiDrea,a26157463,01/28/2011,1
832,c2291247507,ddevine1979,a26157463,01/30/2011,-1
833,c2292000615,Janis76,a26200183,02/01/2011,1
834,c2294817713,amandaluvsdan,a26281671,02/05/2011,1
835,c2295016050,RaeAnneRaeTae,a26288027,02/06/2011,-1
836,c2295021756,Scapecat,a26288027,02/06/2011,1
837,c2295160241,Beanerandbdog,a26286271,02/06/2011,1
838,c2295161912,charscreations,a26286271,02/06/2011,-1
839,c2295252717,jacobsmommy429,a26288027,02/06/2011,1
840,c2295542829,calcotje,a26300323,02/07/2011,1
841,c2295560999,secretbutterfly19,a26300323,02/07/2011,1
842,c2295561998,CakeLady83,a26300323,02/07/2011,-1
843,c2295579007,julessb5,a26300323,02/07/2011,1
844,c2295751213,Anna2007,a26301125,02/07/2011,1
845,c2299469798,Mom2KoDe,a26401991,02/14/2011,-1
846,c2300228371,jlhulin,a26422809,02/15/2011,-1
847,c2302709999,mrshernandez17,a26475487,02/18/2011,1
848,c2302713063,alannarae,a26475487,02/18/2011,-1
849,c2302725811,Christine1221,a26475487,02/18/2011,-1
850,c2302749473,cloverset123,a26476599,02/18/2011,-1
851,c2303180274,Cari010607,a26486017,02/19/2011,1
852,c2303528867,myeden,a26493141,02/20/2011,-1
853,c2303577461,nanaka10,a26498211,02/20/2011,-1
854,c2303600139,overseas mama,a26497105,02/20/2011,-1
855,c2303958276,TashaJeff,a26486017,02/21/2011,-1
856,c2304367245,kateygirl76,a26519847,02/22/2011,1
857,c2304510732,Roy_Kerri,a26527905,02/22/2011,-1
858,c2304884934,gesmith3,a26538833,02/23/2011,1
859,c2305009918,shendle,a26544705,02/23/2011,1
860,c2305150168,Overjoyed4/08,a26552493,02/23/2011,-1
861,c2305154284,luvurletrzz,a26553017,02/23/2011,-1
862,c2305313561,harborsun,a26552493,02/24/2011,1
863,c2305373019,jaimielynn1212,a26552493,02/24/2011,-1
864,c2305411396,hcjfctc,a26552493,02/24/2011,-1
865,c2306821240,wagon8,a26570245,02/25/2011,-1
866,c2307098918,mom2 kct&a,a26582109,02/25/2011,1
867,c2307687338,bhkyra,a26599353,02/27/2011,-1
868,c2307745980,OTA_2008,a26570245,02/27/2011,1
869,c2307905403,Naias,a26604593,02/27/2011,-1
870,c2308211987,spytfyre13,a26615397,02/28/2011,-1
871,c2308341919,marajade1023,a26616529,02/28/2011,-1
872,c2308714812,mjoy2002,a26605827,03/01/2011,-1
873,c2308992017,Nikki022103,a26605827,03/02/2011,-1
874,c2309519444,I'm the Goalie,a26662821,03/03/2011,-1
875,c2309521563,kiwi_juggler,a26653265,03/03/2011,-1
876,c2311805910,scj1685,a26699439,03/06/2011,-1
877,c2311925014,cebsme,a26705113,03/06/2011,1
878,c2312040358,LillianMR,a26710525,03/06/2011,-1
879,c2312710439,jholcomb421,a26727531,03/08/2011,-1
880,c2312719124,azmo,a26727531,03/08/2011,1
881,c2312866339,alexa848Y,a26616529,03/08/2011,-1
882,c2314891516,mandaj255,a26794025,03/12/2011,1
883,c2315931350,panda21_78,a26794025,03/15/2011,1
884,c2316126320,Joy Cate,a26841095,03/15/2011,-1
885,c2318618385,redneckmama87,a26872805,03/21/2011,-1
886,c2319391431,Mommy2ButterBean,a26920013,03/22/2011,-1
887,c2319582503,mrscullison,a26942697,03/23/2011,1
888,c2319845896,JCK1,a26952537,03/24/2011,-1
889,c2320170794,Jaian-05,a26971681,03/24/2011,1
890,c2320481832,KylaMcD,a26974613,03/25/2011,1
891,c2320846717,nickle284,a26958621,03/25/2011,1
892,c2321571869,MEL-MomOfTwo,a26999717,03/27/2011,1
893,c2321711927,sabrinarhea,a26976601,03/27/2011,-1
894,c2322049053,rachro,a27021029,03/28/2011,-1
895,c2322063674,shana2011,a27021029,03/28/2011,-1
896,c2322618774,hailielynnsmom,a27048315,03/30/2011,1
897,c2322743834,Bellamoon99,a26999717,03/30/2011,-1
898,c2325707437,preggoinhawaii,a27153049,04/06/2011,-1
899,c2326059872,Noahsmommy221,a27168137,04/07/2011,1
900,c2327887943,ekohlby,a27211175,04/11/2011,-1
901,c2328063446,cosette575732,a27223879,04/11/2011,-1
902,c2328220961,momdelamer,a27228707,04/12/2011,-1
903,c2328267486,JennaMarie23,a27228707,04/12/2011,-1
904,c2328339153,laurenvanwag,a27231585,04/12/2011,1
905,c2328626171,LoveMyMoos,a27245901,04/13/2011,-1
906,c2329076903,Outdoorsgurl2,a27242601,04/14/2011,-1
907,c2330166690,Shewi128,a27281231,04/15/2011,1
908,c2330277596,JBenRed,a27290535,04/16/2011,1
909,c2331744904,amandaserena,a27352579,04/20/2011,-1
910,c2331957078,OUChristie,a27360753,04/21/2011,1
911,c2333096358,JaieJaie,a27404153,04/25/2011,1
912,c2333543275,wyngirl'smom,a27418257,04/26/2011,1
913,c2333554919,activebaby'smommy,a27421689,04/26/2011,1
914,c2333559408,irisbikes,a27422879,04/26/2011,-1
915,c2333927918,Kimberly1407,a26044601,04/27/2011,1
916,c2334184001,stormy317,a26967617,04/28/2011,-1
917,c2334319708,mbear04,a27458189,04/28/2011,1
918,c2335647712,mlbtracy,a27479505,04/30/2011,1
919,c2335695562,MisawaMama,a27488797,05/01/2011,-1
920,c2335710316,galliardmoon,a27488797,05/01/2011,-1
921,c2336247116,jios_momma310,a27512743,05/02/2011,-1
922,c2336286840,Gianna'sMommy330,a27512743,05/02/2011,-1
923,c2336764513,LisaRochelleMartinez,a27526013,05/03/2011,-1
924,c2337236531,cricket2478,a27547423,05/05/2011,1
925,c2337266245,Mason Ma,a27549691,05/05/2011,-1
926,c2337514201,purplecak,a27566735,05/06/2011,-1
927,c2338042555,mommy to Arthur 5,a27541507,05/06/2011,1
928,c2338280738,thkmom,a27575635,05/06/2011,1
929,c2338373638,jessicakstone,a27575635,05/06/2011,-1
930,c2338585884,rachellynnc,a27584225,05/07/2011,1
931,c2338839482,nachita86,a27559497,05/08/2011,-1
932,c2338854017,Ode_to_joy,a27588965,05/08/2011,-1
933,c2339123770,HollynShawn,a27601977,05/09/2011,-1
934,c2339130275,tgsmom,a27601499,05/09/2011,1
935,c2339135552,amourdesole,a27602131,05/09/2011,1
936,c2339243949,fadingdawn,a27601499,05/09/2011,-1
937,c2339309654,Kenzi85,a27604503,05/09/2011,-1
938,c2339313129,jmece,a27611589,05/10/2011,-1
939,c2339488813,leanrog2,a27605955,05/10/2011,-1
940,c2339519767,Aubreysmommie12,a27619431,05/10/2011,-1
941,c2339533921,CourtneyyB,a27610727,05/10/2011,1
942,c2340008493,1L0VE,a27642137,05/11/2011,-1
943,c2340108129,MammaB,a27642307,05/11/2011,-1
944,c2341916660,stefk1,a27690301,05/15/2011,1
945,c2343010909,LadyAthena,a27725493,05/18/2011,-1
946,c2344596479,oliveNYC,a27773193,05/20/2011,-1
947,c2344751617,shininglamp,a27775919,05/21/2011,-1
948,c2344752420,oilymoily7,a27773233,05/21/2011,1
949,c2344891465,WIVA,a27782297,05/21/2011,1
950,c2344892207,megbobnbaby,a27782213,05/21/2011,1
951,c2345053860,Mommy2boys27,a27782277,05/22/2011,1
952,c2345706978,mjmjam2002,a27811603,05/24/2011,-1
953,c2345735278,Kelz717,a27808535,05/24/2011,-1
954,c2345789374,dawnnrose,a27819267,05/24/2011,-1
